5,abandono,"abandonment, desertion"
8,abismo,"abyss, large gap"
9,abogado,lawyer
11,aborto,abortion
13,abrazo,"hug, embrace"
14,abrigo,"overcoat, shelter"
15,abril,April
22,abuela,grandmother
23,abuelo,grandfather
24,abundancia,abundance
30,abuso,"abuse, misuse"
33,academia,academy
39,acceso,"access, entry"
40,accidente,"accident, irregularity"
41,acción,"action, act, deed"
42,aceite,oil
44,acento,"accent, stress"
47,aceptación,"acceptance, approval"
49,acera,sidewalk
52,acero,steel
54,ácido,acid
61,acontecimiento,"event, happening"
63,acorde,"agreement, accord"
66,acta,"(el) (meeting) proceedings, minutes"
67,actitud,attitude
69,actividad,"activity, action"
71,acto,"act, action"
72,actor,actor
73,actriz,actress
74,actuación,"performance, acting"
76,actualidad,present (time)
77,actualización,"update, modernization"
82,acuerdo,"accord, de a.: in agreement"
83,acumulación,accumulation
85,acusación,"accusation, charge"
86,acusado,"defendant, accused"
88,adaptación,adaptation
93,ademán,"gesture, expression"
98,adiós,goodbye
100,administración,administration
101,administrador,"administrator, manager"
105,admiración,admiration
108,adolescencia,adolescence
109,adolescente,adolescent
111,adopción,adoption
115,adorno,"decoration, adornment"
117,adquisición,acquisition
118,adulto,"adult, grown-up"
119,adversario,adversary
120,advertencia,"warning, notice"
123,aeropuerto,airport
124,afán,"eagerness, zeal, effort"
126,afecto,"affection, fondness"
128,afición,"fondness, interest"
129,aficionado,"fan, devotee"
131,afirmación,"statement, assertion"
140,agencia,"agency, branch"
141,agenda,"diary, agenda, schedule"
142,agente,agent
144,agosto,August
153,agresión,"aggression, attack"
156,agricultor,farmer
157,agricultura,"agriculture, farming"
158,agrupación,"group, association"
160,agua,(el) water
164,aguja,"needle, spire, stylus"
165,agujero,"hole, opening"
171,ahorro,"saving, thrift"
172,aire,"air, wind, appearance"
174,aislamiento,isolation
176,ajedrez,chess
179,ajuste,"adustment, settlement"
180,ala,"(el) wing, flank"
181,alambre,wire
182,alarma,alarm
184,alba,"(el) dawn, daybreak"
186,alcalde,mayor
187,alcance,"reach, scope"
189,alcohol,alcohol
190,aldea,small village
194,alegría,"joy, happiness"
198,alerta,alert
200,alfombra,"rug, carpet, mat"
201,algo,"something, somewhat"
202,algodón,cotton
203,alguien,"somebody, someone, anyone"
205,aliado,ally
206,alianza,alliance
207,aliento,"breath, courage, spirit"
208,alimentación,"feeding, food"
211,alimento,"food, nourishment"
213,alivio,"relief, unburdening"
216,alma,(el) soul
217,almacén,"warehouse, store"
219,almohada,pillow
221,almuerzo,lunch
224,alquiler,"rent, rental"
225,alrededor,"surrounding area, vicinity"
228,altar,altar
229,alteración,"alteration, change"
232,alternativa,alternative
235,altura,"height, altitude"
237,alumno,"student, pupil"
238,alusión,"allusion, hint"
240,ama,"housekeeper, housewife"
242,amanecer,"daybreak, dawn"
244,amante,lover
247,amargura,"bitterness, sorrow"
251,ambición,ambition
254,ambiente,"environment, atmosphere"
255,ámbito,"sphere, space"
257,amenaza,threat
260,amiga,friend (f)
261,amigo,friend
262,amistad,friendship
263,amo,"master, boss (m)"
265,amor,love
268,amparo,"protection, shelter"
269,ampliación,"enlargement, extension"
274,análisis,analysis
275,analista,analyst
278,ancho,width
279,anciano,old person
283,anécdota,anecdote
284,ángel,angel
285,ángulo,angle
286,angustia,"anguish, distress"
287,anhelo,"longing, yearning"
288,anillo,(finger) ring
290,animal,animal
292,ánimo,"zest, spirit, heart"
293,aniversario,anniversary
294,año,year
298,ansia,"(el) anxiety, anguish"
299,ansiedad,anxiety
302,antecedente,antecedent
304,antena,antenna
305,anteojo,"telescope, eyeglasses"
306,antepasado,ancestor
311,antigüedad,"antiquity, seniority"
316,anuncio,"advertisement, announcement"
319,aparato,"apparatus, device"
323,aparición,"appearance, apparition"
324,apariencia,"appearance, aspect"
325,apartamento,apartment
330,apellido,last name
332,apertura,"opening, beginning"
333,apetito,appetite
336,aplauso,"applause, praise, acclaim"
337,aplicación,application
341,aportación,"contribution, support"
343,aporte,contribution
345,apóstol,apostle
347,apoyo,"support, backing"
350,aprendizaje,"learning, apprenticeship"
354,aprobación,"approval, consent"
361,apuesta,"wager, bet"
363,apunte,"note, annotation"
365,apuro,"trouble, predicament"
367,aquél,that one over there (m)
368,aquello,that over there (n)
371,araña,spider
372,árbitro,"umpire, referee"
373,árbol,tree
374,archivo,"archive, file, filing cabinet"
375,arco,"arch, arc, bow"
378,área,"(el) area, zone"
379,arena,sand
382,argumento,"argument, plot"
383,arma,(el) weapon
386,armario,"closet, cupboard"
387,armonía,harmony
388,aroma,aroma
390,arquitecto,architect
392,arquitectura,architecture
397,arreglo,arrangement
403,arroyo,"brook, stream, gutter"
404,arroz,rice
405,arruga,wrinkle
409,arte,"art, skill"
410,artesano,"artisan, craftsman"
411,articulación,"articulation, joint"
413,artículo,"article, product, item"
415,artista,"artist, performer"
418,asalto,"assault, robbery"
419,asamblea,assembly
421,ascenso,"promotion, climb"
422,ascensor,elevator
423,asco,disgust
425,asentamiento,"settlement, colony"
429,asesinato,"murder, assassination"
430,asesino,"killer, assassin"
431,asesor,"adviser, consultant"
434,asiento,"seat, chair"
436,asignatura,"subject, course"
439,asistencia,"attendance, assistance"
440,asistente,assistant
442,asociación,association
447,asombro,"amazement, astonishment"
449,aspecto,"aspect, appearance"
451,aspiración,"ambition, aspiration"
452,aspirante,"candidate, applicant"
455,asunto,"matter, issue, affair"
459,ataque,"attack, raid"
461,atardecer,"evening, dusk"
462,ataúd,"coffin, casket"
463,atención,attention
465,atentado,"(terrorist) attack, offence"
468,atleta,athlete
469,atmósfera,"atmosphere, environment"
471,átomo,atom
473,atracción,attraction
481,atributo,"attribute, quality"
482,audiencia,"audience, hearing"
483,auditorio,"hearing, auditorium"
484,auge,"peak, boom"
485,aula,(el) classroom
